ID,Round_Numb,Year,Show,Date,Show_Round,Class_Short,Class Numb,Class_Round,Full_Group,Group_State,EA_Tot_Sc,EA_Tot_Rnk,MA_Tot_Sc,MA_Tot_Rnk,DA_Tot_Sc,DA_Tot_Rnk,Tot_GE_Sc,Tot_GE_Rnk,Subtot_Sc,Subtot_Rnk,Pen_Sc,Tot_Sc,Seed Score,Tot_Rnk,Ovr_Rnk,Attend,WC Round,Prv Class,Prv Attend,Prv WC Round,Prv Fin Score,Prv Fin Place,Fin Score,Fin Place,Finalist
15209,3,2018,Chicago Regional,2/24/2018,Finals,IO,3,-,Independence Winter Guard (IL),IL,14.7,4,13.9,4,14.3,3,29.5,4,72.4,4,0.2,72.2,78.20,4,4,1,2,3,1,1,78.8,26,84.4,23,0
15210,3,2018,Chicago Regional,2/24/2018,Finals,IO,3,-,MBI (MN),MN,13.8,5,13.4,5,13.2,5,27,5,67.4,5,0,67.4,73.40,5,5,1,1,1,1,3,95.845,2,79.7,36,0
15211,3,2018,Chicago Regional,2/24/2018,Finals,SW,6,-,Center Grove HS (IN),IN,16.2,1,16.3,1,16,1,32.7,1,81.2,1,0,81.2,87.20,1,1,1,3,6,1,3,93.2,4,91.65,6,1
15217,3,2018,Las Vegas Regional,2/24/2018,Finals,IA,1,-,Malachi A (CO),CO,15.08,1,15.34,1,15.6,1,30.7,1,76.72,1,0,76.72,82.72,1,1,1,3,1,1,2,81.13,31,88.74,18,1
15218,3,2018,Las Vegas Regional,2/24/2018,Finals,IA,1,-,FeniX Independent A (AZ),AZ,14.83,2,15.15,2,15,2,29.7,2,74.68,2,0,74.68,80.68,2,2,1,2,1,1,2,85.02,22,83.15,26,0
15219,3,2018,Las Vegas Regional,2/24/2018,Finals,SO,4,-,Eastlake HS (TX),TX,16,1,14.9,1,16,1,31.7,1,78.6,1,0.1,78.5,84.50,1,1,1,3,4,1,3,85.5,14,93.6,5,1
15221,3,2018,Las Vegas Regional,2/24/2018,Finals,IO,3,-,CGT Denton (TX),TX,16.1,1,15.9,1,16.2,1,32.4,1,80.6,1,0,80.6,86.60,1,1,1,3,3,0,0,0,0,96.9,2,1
15222,3,2018,Las Vegas Regional,2/24/2018,Finals,IO,3,-,702 Ind-Guard (NV),NV,14.2,3,13.4,3,14.4,2,29.5,2,71.5,2,0,71.5,77.50,2,2,1,1,3,0,0,0,0,77.9,40,0
15224,3,2018,Las Vegas Regional,2/24/2018,Finals,IW,5,-,CGT Dallas (TX),TX,16.4,2,16.3,2,16.5,1,33.4,1,82.6,1,0.2,82.4,88.40,1,1,1,3,5,1,3,93,5,95.75,4,1
15225,3,2018,Las Vegas Regional,2/24/2018,Finals,IW,5,-,Imbue (CA),CA,16.5,1,17.1,1,16.4,2,32.4,2,82.4,2,0,82.4,88.40,1,1,1,3,5,1,3,94.9,4,92.25,5,1
15226,3,2018,Las Vegas Regional,2/24/2018,Finals,IW,5,-,FeniX Independent (AZ),AZ,15.5,3,14.9,3,14.7,4,29.4,3,74.5,3,0,74.5,80.50,3,3,1,2,5,1,3,83.05,14,82.9,21,0
15227,3,2018,Las Vegas Regional,2/24/2018,Finals,IW,5,-,In Motion Performance Ensemble (CA),CA,14.3,4,14.5,4,15.2,3,29.4,3,73.4,4,0,73.4,79.40,4,4,1,2,3,1,3,96.35,2,81.8,25,0
15228,3,2018,Las Vegas Regional,2/24/2018,Finals,IW,5,-,Malachi (CO),CO,13.4,5,13.2,5,13,5,26.6,5,66.2,5,0.1,66.1,72.10,5,5,1,1,3,1,3,89.25,8,77.8,30,0
15230,3,2018,Pensacola Regional,2/24/2018,Finals,SA,2,-,Pace HS (FL),FL,16.33,1,16.14,2,15.3,2,30.4,4,78.17,2,0,78.17,84.17,2,2,1,2,2,1,2,88.205,29,88.275,26,0
15232,3,2018,Pensacola Regional,2/24/2018,Finals,SA,2,-,Pope HS (GA),GA,15.41,6,15.54,4,14.7,6,30.7,3,76.35,4,0,76.35,82.35,4,4,1,1,2,0,0,0,0,80.13,83,0
15235,3,2018,Pensacola Regional,2/24/2018,Finals,SA,2,-,Choctaw Central HS (MS),MS,15.14,7,14.14,9,14.8,5,28.8,8,72.88,7,0,72.88,78.88,7,7,1,2,2,1,1,74.25,117,85.15,59,0
15236,3,2018,Pensacola Regional,2/24/2018,Finals,SA,2,-,River Bluff HS (SC),SC,14.54,10,14.34,8,14.5,7,29.3,6,72.68,8,0,72.68,78.68,8,8,1,2,2,1,2,86.14,42,84.41,57,0
15242,3,2018,Pensacola Regional,2/24/2018,Finals,IA,1,-,Florida State Winter Guard (FL),FL,15.07,2,14.48,2,14.7,2,30,1,74.25,2,0,74.25,80.25,2,2,1,3,1,1,2,82.32,29,88.07,16,1
15245,3,2018,Pensacola Regional,2/24/2018,Finals,IO,3,-,Alta Marea (AL),AL,14.7,1,14.9,1,14.4,1,27.6,1,71.6,1,0,71.6,77.60,1,1,1,3,3,1,2,82.4,18,87.1,13,1
15247,1,2018,Chicago Regional,2/24/2018,Prelims,SA,2,Round 1,Marian Catholic HS (IL),IL,15.81,1,15.74,1,15.4,1,31.4,1,78.35,1,0,78.35,84.35,1,2,1,3,2,1,3,85.83,19,96.88,2,1
15248,1,2018,Chicago Regional,2/24/2018,Prelims,SA,2,Round 1,Lockport Township HS (IL),IL,15.08,2,14.88,2,14,3,30.5,2,74.46,2,0,74.46,80.46,2,7,1,3,2,1,2,89.555,25,88.365,24,1
15249,1,2018,Chicago Regional,2/24/2018,Prelims,SA,2,Round 1,O'Fallon Township HS (IL),IL,14.36,4,14.48,4,14.8,2,28.2,4,71.84,3,0,71.84,77.84,3,10,1,1,2,1,2,86.31,40,79.02,90,0
15251,1,2018,Chicago Regional,2/24/2018,Prelims,SA,2,Round 1,Minooka Community HS (IL),IL,13.88,6,14.68,3,13.9,4,27.7,6,70.16,5,0,70.16,76.16,5,13,1,1,2,1,1,74.48,115,75.99,108,0
15254,1,2018,Chicago Regional,2/24/2018,Prelims,SA,2,Round 2,Flushing HS (MI),MI,15.41,2,16.13,1,14.5,3,33,1,79.04,1,0,79.04,85.04,1,1,1,3,2,0,0,0,0,88.365,25,1
15255,1,2018,Chicago Regional,2/24/2018,Prelims,SA,2,Round 2,A.A. Stagg HS (IL),IL,15.61,1,15.93,2,15.3,1,31.5,2,78.34,2,0,78.34,84.34,2,3,1,3,2,1,2,84.84,53,89.715,13,1
15258,1,2018,Chicago Regional,2/24/2018,Prelims,SA,2,Round 2,Francis Howell HS (MO),MO,14.69,5,13.23,6,13.8,4,27.4,5,69.12,5,0,69.12,75.12,5,16,1,1,2,1,1,77.51,93,75.99,108,0
15259,1,2018,Chicago Regional,2/24/2018,Prelims,SA,2,Round 2,Morris Community HS (IL),IL,15,4,12.96,7,13,6,26.9,6,67.86,6,0,67.86,73.86,6,18,1,1,2,1,1,78.18,87,77.92,96,0
15260,1,2018,Chicago Regional,2/24/2018,Prelims,SA,2,Round 2,Romeoville HS (IL),IL,13.01,7,13.89,5,12.9,7,22.7,7,62.5,7,0,62.5,68.50,7,21,1,1,2,0,0,0,0,73.54,124,0
15263,1,2018,Chicago Regional,2/24/2018,Prelims,SA,2,Round 3,Victor J. Andrew HS (IL),IL,15.21,2,13.49,7,13.9,4,30.2,2,72.8,4,0,72.8,78.80,3,8,1,1,2,1,1,76.98,96,83.31,65,0
15268,1,2018,Chicago Regional,2/24/2018,Prelims,IA,1,-,Ovation (MI),MI,15.4,1,14.54,1,15.1,1,30.9,2,75.94,1,0,75.94,81.94,1,1,1,3,1,1,2,84.31,24,87.71,17,1
15270,1,2018,Chicago Regional,2/24/2018,Prelims,IA,1,-,Purdue University Winter Guard (IN),IN,14.28,4,13.81,4,14.5,2,30.9,2,73.49,3,0,73.49,79.49,3,3,1,2,1,1,1,74.04,51,83.15,26,0
15271,1,2018,Chicago Regional,2/24/2018,Prelims,IA,1,-,Allegiance A (IL),IL,14.6,3,14.01,3,14,4,29.4,6,72.01,4,0,72.01,78.01,4,4,1,1,1,0,0,0,0,76.79,43,0
15272,1,2018,Chicago Regional,2/24/2018,Prelims,IA,1,-,South Shore Drill Team Cadets (IL),IL,15.35,2,13.35,5,13.3,6,29.8,4,71.8,5,0.5,71.3,77.30,5,5,1,3,1,0,0,0,0,88.75,15,1
15273,1,2018,Chicago Regional,2/24/2018,Prelims,IA,1,-,River City Rhythm Winter Guard (MN),MN,13.96,6,12.75,6,13.9,5,29.6,5,70.21,6,0,70.21,76.21,6,6,1,2,1,0,0,0,0,82.9,28,0
15274,1,2018,Chicago Regional,2/24/2018,Prelims,IA,1,-,Perpetuum Winter Guard (IL),IL,12.82,9,12.35,7,12.9,7,27.4,7,65.47,7,0,65.47,71.47,7,7,1,1,1,0,0,0,0,70.33,55,0
15277,1,2018,Chicago Regional,2/24/2018,Prelims,IA,1,-,Shadow Winterguard (WI),WI,12.61,10,11.22,10,12.1,10,24.5,10,60.43,10,0.1,60.33,66.33,10,10,1,1,1,1,1,69.11,61,69.63,56,0
15279,1,2018,Chicago Regional,2/24/2018,Prelims,SO,4,-,Eden Prairie HS (MN),MN,15.3,1,15.6,1,15.2,1,30.5,1,76.6,1,0,76.6,82.60,1,1,1,2,4,1,3,83.55,15,85.2,30,0
15280,1,2018,Chicago Regional,2/24/2018,Prelims,SO,4,-,LaPorte HS (IN),IN,14.9,2,14.9,2,14.7,3,30.2,2,74.7,2,0,74.7,80.70,2,2,1,2,4,1,2,86.6,16,85.5,28,0
15281,1,2018,Chicago Regional,2/24/2018,Prelims,SO,4,-,Naperville Central HS (IL),IL,14.2,3,13.8,3,14.8,2,28.3,3,71.1,3,0,71.1,77.10,3,3,1,2,2,0,0,0,0,83.3,34,0
15283,1,2018,Chicago Regional,2/24/2018,Prelims,IO,3,-,Avidity Independent (MO),MO,15.8,2,15.6,2,15.9,1,31.3,1,78.6,1,0,78.6,84.60,1,1,1,3,3,1,1,78.9,25,87.7,11,1
15284,1,2018,Chicago Regional,2/24/2018,Prelims,IO,3,-,Legacy Performing Arts (IN),IN,16.2,1,16,1,15.6,2,30.6,2,78.4,2,0,78.4,84.40,2,2,1,3,3,1,3,92.55,5,86.9,15,1
15285,1,2018,Chicago Regional,2/24/2018,Prelims,IO,3,-,Allegiance (IL),IL,14.6,3,14.5,3,14,5,28.8,4,71.9,3,0,71.9,77.90,3,3,1,2,1,1,3,95.205,3,85.4,17,0
15286,1,2018,Chicago Regional,2/24/2018,Prelims,IO,3,-,Independence Winter Guard (IL),IL,13.7,5,13.4,5,14.5,4,30.2,3,71.8,4,0.1,71.7,77.70,4,4,1,2,3,1,1,78.8,26,84.4,23,0
15287,1,2018,Chicago Regional,2/24/2018,Prelims,IO,3,-,MBI (MN),MN,13.8,4,13.8,4,14.8,3,27.1,5,69.5,5,0,69.5,75.50,5,5,1,1,1,1,3,95.845,2,79.7,36,0
15288,1,2018,Chicago Regional,2/24/2018,Prelims,SW,6,-,Center Grove HS (IN),IN,15.9,1,15.8,1,15.9,1,32.4,1,80,1,0.3,79.7,85.70,1,1,1,3,6,1,3,93.2,4,91.65,6,1
15295,1,2018,Las Vegas Regional,2/24/2018,Prelims,IA,1,-,FeniX Independent A (AZ),AZ,15.02,1,14.95,2,15.2,1,30.9,2,76.07,1,0,76.07,82.07,1,1,1,2,1,1,2,85.02,22,83.15,26,0
15296,1,2018,Las Vegas Regional,2/24/2018,Prelims,IA,1,-,Malachi A (CO),CO,14.29,2,15.14,1,15,2,31.5,1,75.93,2,0,75.93,81.93,2,2,1,3,1,1,2,81.13,31,88.74,18,1
15297,1,2018,Las Vegas Regional,2/24/2018,Prelims,SO,4,-,Eastlake HS (TX),TX,15.3,1,14.7,1,15.5,1,31.2,1,76.7,1,0,76.7,82.70,1,1,1,3,4,1,3,85.5,14,93.6,5,1
15299,1,2018,Las Vegas Regional,2/24/2018,Prelims,IO,3,-,CGT Denton (TX),TX,15.8,1,15.8,1,16.1,1,32.6,1,80.3,1,0,80.3,86.30,1,1,1,3,3,0,0,0,0,96.9,2,1
15301,1,2018,Las Vegas Regional,2/24/2018,Prelims,IO,3,-,702 Ind-Guard (NV),NV,14,3,13,3,14,2,29.5,2,70.5,3,0,70.5,76.50,3,3,1,1,3,0,0,0,0,77.9,40,0
15302,1,2018,Las Vegas Regional,2/24/2018,Prelims,IW,5,-,CGT Dallas (TX),TX,16.4,1,15.5,2,16.3,1,33.1,1,81.3,1,0.3,81,87.00,1,1,1,3,5,1,3,93,5,95.75,4,1
15303,1,2018,Las Vegas Regional,2/24/2018,Prelims,IW,5,-,Imbue (CA),CA,16.2,2,16.8,1,16,2,31.2,2,80.2,2,0,80.2,86.20,2,2,1,3,5,1,3,94.9,4,92.25,5,1
15304,1,2018,Las Vegas Regional,2/24/2018,Prelims,IW,5,-,FeniX Independent (AZ),AZ,15.2,3,15,3,14.6,4,28.9,3,73.7,3,0,73.7,79.70,3,3,1,2,5,1,3,83.05,14,82.9,21,0
15305,1,2018,Las Vegas Regional,2/24/2018,Prelims,IW,5,-,In Motion Performance Ensemble (CA),CA,14.1,4,14.8,4,14.8,3,28.9,3,72.6,4,0,72.6,78.60,4,4,1,2,3,1,3,96.35,2,81.8,25,0
15306,1,2018,Las Vegas Regional,2/24/2018,Prelims,IW,5,-,Malachi (CO),CO,12.6,5,13.4,5,12.1,5,24.8,5,62.9,5,0.3,62.6,68.60,5,5,1,1,3,1,3,89.25,8,77.8,30,0
15314,1,2018,Pensacola Regional,2/24/2018,Prelims,SA,2,Round 2,Pace HS (FL),FL,15.87,1,16.34,2,14.5,4,30,1,76.71,1,0,76.71,82.71,1,2,1,2,2,1,2,88.205,29,88.275,26,0
15315,1,2018,Pensacola Regional,2/24/2018,Prelims,SA,2,Round 2,Choctaw Central HS (MS),MS,15.54,3,16.26,3,15.1,3,28,2,74.9,2,0,74.9,80.90,2,6,1,2,2,1,1,74.25,117,85.15,59,0
15316,1,2018,Pensacola Regional,2/24/2018,Prelims,SA,2,Round 2,River Bluff HS (SC),SC,14.69,5,16.67,1,15.3,1,27.7,4,74.36,3,0,74.36,80.36,3,8,1,2,2,1,2,86.14,42,84.41,57,0
15320,1,2018,Pensacola Regional,2/24/2018,Prelims,SA,2,Round 2,Warren Central HS (MS),MS,13.41,8,15.54,6,13.8,7,25.1,7,67.85,7,0,67.85,73.85,7,16,1,1,2,0,0,0,0,73.01,127,0
15322,1,2018,Pensacola Regional,2/24/2018,Prelims,SA,2,Round 3,Pope HS (GA),GA,15.34,3,16.67,1,14.5,3,29.8,1,76.31,1,0,76.31,82.31,1,4,1,1,2,0,0,0,0,80.13,83,0
15331,1,2018,Pensacola Regional,2/24/2018,Prelims,IA,1,-,Florida State Winter Guard (FL),FL,14.94,2,14.88,2,14.9,1,28.6,1,73.32,2,0,73.32,79.32,2,2,1,3,1,1,2,82.32,29,88.07,16,1
15334,1,2018,Pensacola Regional,2/24/2018,Prelims,IO,3,-,Alta Marea (AL),AL,15.5,1,15.1,1,14.9,1,27.7,1,73.2,1,0,73.2,79.20,1,1,1,3,3,1,2,82.4,18,87.1,13,1
15336,1,2018,South Brunswick Regional,2/24/2018,Prelims,SA,2,Round 1,Billerica Memorial HS (MA),MA,16.14,1,16.14,1,16,1,31.7,1,79.98,1,0,79.98,85.98,1,3,1,3,2,1,1,83.02,64,92.225,10,1
15340,1,2018,South Brunswick Regional,2/24/2018,Prelims,SA,2,Round 1,Mineola HS (NY),NY,14.96,3,14.88,2,14,7,28,6,71.84,5,0.9,70.94,76.94,5,14,1,1,2,1,1,72.83,122,77.38,102,0
15341,1,2018,South Brunswick Regional,2/24/2018,Prelims,SA,2,Round 1,Gateway Regional HS (NJ),NJ,13.42,6,13.82,6,14.2,6,28.2,5,69.64,6,0.5,69.14,75.14,6,17,1,1,2,0,0,0,0,75.13,117,0
15342,1,2018,South Brunswick Regional,2/24/2018,Prelims,SA,2,Round 1,Thomas Jefferson HS (VA),VA,13.41,7,13.67,7,14.5,5,27.4,7,68.98,7,0,68.98,74.98,7,19,1,1,2,1,1,72.27,125,75.36,115,0
15343,1,2018,South Brunswick Regional,2/24/2018,Prelims,SA,2,Round 2,Liverpool HS (NY),NY,15.08,1,15.41,1,15.8,2,31.8,1,78.09,1,0,78.09,84.09,1,4,1,2,2,1,2,83.08,64,85.61,35,0
15344,1,2018,South Brunswick Regional,2/24/2018,Prelims,SA,2,Round 2,Urbana HS (MD),MD,14.99,3,15.07,3,15.9,1,31.2,2,77.16,2,0,77.16,83.16,2,5,1,1,2,1,2,87.615,33,82.78,71,0
15346,1,2018,South Brunswick Regional,2/24/2018,Prelims,SA,2,Round 2,Haddon Heights HS (NJ),NJ,15,2,14.34,5,15.4,4,30.4,3,75.14,4,0,75.14,81.14,4,8,1,1,2,1,1,72.25,126,78.93,91,0
15351,1,2018,South Brunswick Regional,2/24/2018,Prelims,SA,2,Round 3,Cumberland Valley HS (PA),PA,15.94,2,15.87,2,16.2,1,32.4,1,80.41,1,0,80.41,86.41,1,1,1,3,2,1,3,88.62,13,89.65,14,1
15352,1,2018,South Brunswick Regional,2/24/2018,Prelims,SA,2,Round 3,Southern Regional HS (NJ),NJ,16.41,1,16.07,1,15.9,2,31.8,2,80.18,2,0,80.18,86.18,2,2,1,3,2,0,0,0,0,89.17,15,1
15354,1,2018,South Brunswick Regional,2/24/2018,Prelims,SA,2,Round 3,Unionville HS (PA),PA,14.94,4,14.93,3,15.2,4,29.7,4,74.77,4,0,74.77,80.77,4,9,1,1,2,1,2,84.355,57,81.5,75,0
15358,1,2018,South Brunswick Regional,2/24/2018,Prelims,SA,2,Round 3,Penncrest HS (PA),PA,11.5,8,13,8,14,8,26.5,7,65,8,0,65,71.00,8,23,1,1,2,0,0,0,0,72.93,128,0
15362,1,2018,South Brunswick Regional,2/24/2018,Prelims,IA,1,-,Co-Motion (NJ),NJ,14.01,2,14.2,4,14,4,28.6,4,70.81,4,0,70.81,76.81,4,4,1,2,1,0,0,0,0,81.84,33,0
15363,1,2018,South Brunswick Regional,2/24/2018,Prelims,SO,4,-,South Brunswick HS (NJ),NJ,15,1,15.2,1,14.8,2,29.1,2,74.1,1,0,74.1,80.10,1,1,1,3,4,1,1,79.9,34,89.5,10,1
15364,1,2018,South Brunswick Regional,2/24/2018,Prelims,SO,4,-,Victor HS (NY),NY,14.3,2,13.6,3,15.3,1,29.3,1,72.5,2,0,72.5,78.50,2,2,1,2,4,0,0,0,0,86.7,32,0
15365,1,2018,South Brunswick Regional,2/24/2018,Prelims,SO,4,-,Norwalk HS (CT),CT,13.8,3,14.2,2,14.3,3,26.8,3,69.1,3,0,69.1,75.10,3,3,1,1,4,1,1,79.7,35,81.6,42,0
15366,1,2018,South Brunswick Regional,2/24/2018,Prelims,SO,4,-,Avon Grove HS (PA),PA,13.3,4,13.4,4,13.8,4,26.3,4,66.8,4,0,66.8,72.80,4,4,1,1,2,0,0,0,0,78.6,50,0
15369,1,2018,South Brunswick Regional,2/24/2018,Prelims,IO,3,-,Les Eclipses (Canada),Canada,15.2,3,15.2,2,15.4,2,29.5,2,75.3,2,0,75.3,81.30,2,2,1,1,3,1,2,82.8,17,83.2,26,0
15370,1,2018,South Brunswick Regional,2/24/2018,Prelims,IO,3,-,Q (PA),PA,15.4,2,14.9,3,14.9,4,29.3,3,74.5,3,0,74.5,80.50,3,3,1,1,3,1,3,79.2,15,82.5,29,0
15371,1,2018,South Brunswick Regional,2/24/2018,Prelims,IO,3,-,Emanon Open (NJ),NJ,14.5,4,14.8,4,15.3,3,28.8,4,73.4,4,0,73.4,79.40,4,4,1,2,3,0,0,0,0,86.4,19,0
15372,1,2018,South Brunswick Regional,2/24/2018,Prelims,IO,3,-,Delazure (DE),DE,14,7,14.5,5,14.3,6,28.6,5,71.4,5,0,71.4,77.40,5,5,1,1,1,1,2,82.92,28,83.8,25,0
15373,1,2018,South Brunswick Regional,2/24/2018,Prelims,IO,3,-,Sacred Heart University Winter Guard (CT),CT,14.4,5,14.1,6,14.8,5,28.1,6,71.4,5,0,71.4,77.40,5,5,1,1,1,1,3,92.33,7,82.2,30,0
15374,1,2018,South Brunswick Regional,2/24/2018,Prelims,IO,3,-,Main Line Independent (PA),PA,14.3,6,14,7,13.9,7,27.9,7,70.1,7,0,70.1,76.10,7,7,1,1,3,1,1,78.1,28,78.2,39,0
15375,1,2018,South Brunswick Regional,2/24/2018,Prelims,SW,6,-,Somerville HS (NJ),NJ,13.8,1,13.8,1,14.3,1,28.2,1,70.1,1,0,70.1,76.10,1,1,1,2,6,1,2,75.6,20,81.4,17,0
15376,1,2018,South Brunswick Regional,2/24/2018,Prelims,IW,5,-,AMP Winter Guard (NJ),NJ,15.2,1,15.9,1,15.7,1,30.8,1,77.6,1,0.1,77.5,83.50,1,1,1,3,3,1,3,97,1,89.4,11,1
15377,1,2018,South Brunswick Regional,2/24/2018,Prelims,IW,5,-,Emanon (NJ),NJ,14.8,2,15,3,15,2,29.8,2,74.6,2,0,74.6,80.60,2,2,1,2,5,1,1,79.5,25,81.8,24,0
15378,1,2018,South Brunswick Regional,2/24/2018,Prelims,IW,5,-,Field of View (PA),PA,14.3,3,14.4,4,13.8,4,28.3,3,70.8,3,0,70.8,76.80,3,3,1,1,5,1,1,80.2,24,78.6,29,0
15379,1,2018,South Brunswick Regional,2/24/2018,Prelims,IW,5,-,Black Watch (NJ),NJ,13.3,4,15.1,2,14.1,3,27.7,4,70.2,4,0,70.2,76.20,4,4,1,1,5,1,1,82.3,21,78.7,28,0
15381,3,2018,Indianapolis Regional,2/18/2018,Finals,SA,2,-,Marian Catholic HS (IL),IL,15.21,3,15.08,2,16.2,2,32.1,2,78.59,2,0,78.59,86.09,2,2,1,3,2,1,3,85.83,19,96.88,2,1
15382,3,2018,Indianapolis Regional,2/18/2018,Finals,SA,2,-,Lake Orion HS (MI),MI,15.75,1,15.54,1,15.9,3,30.8,3,77.99,3,0,77.99,85.49,3,3,1,3,2,1,1,76.9,97,88.465,22,1
15383,3,2018,Indianapolis Regional,2/18/2018,Finals,SA,2,-,Floyd Central HS (IN),IN,14.81,5,14.28,6,15.5,4,30.3,4,74.89,4,0,74.89,82.39,4,4,1,2,2,1,2,83.99,60,86.13,37,0
15384,3,2018,Indianapolis Regional,2/18/2018,Finals,SA,2,-,Decatur Central HS (IN),IN,15.01,4,15.07,3,14.9,5,29.5,6,74.48,5,0,74.48,81.98,5,5,1,3,2,1,2,89.01,28,96.46,3,1
15385,3,2018,Indianapolis Regional,2/18/2018,Finals,SA,2,-,Terre Haute South HS (IN),IN,14.34,7,14.53,5,14.8,6,29.7,5,73.37,6,0,73.37,80.87,6,6,1,2,2,1,3,85.08,21,83.92,51,0
15386,3,2018,Indianapolis Regional,2/18/2018,Finals,SA,2,-,Middletown HS (OH),OH,13.73,9,14.26,7,14.5,7,29.1,7,71.59,7,0,71.59,79.09,7,7,1,3,2,1,1,77.08,95,89.02,17,1
15388,3,2018,Indianapolis Regional,2/18/2018,Finals,SA,2,-,Victor J. Andrew HS (IL),IL,14.54,6,13.68,9,14,9,28.3,9,70.52,9,0,70.52,78.02,9,9,1,1,2,1,1,76.98,96,83.31,65,0
15389,3,2018,Indianapolis Regional,2/18/2018,Finals,IA,1,-,Purdue University Winter Guard (IN),IN,14.22,1,14.01,1,13.7,1,27,2,68.93,1,0,68.93,76.43,1,1,1,2,1,1,1,74.04,51,83.15,26,0
15390,3,2018,Indianapolis Regional,2/18/2018,Finals,IA,1,-,Odin Winter Guard (MI),MI,13.75,3,13.35,2,13.4,2,27.2,1,67.7,2,0,67.7,75.20,2,2,1,2,1,1,1,72.67,52,83.13,30,0
15391,3,2018,Indianapolis Regional,2/18/2018,Finals,IA,1,-,Allegiance A (IL),IL,14.07,2,12.89,3,13.1,3,26.2,3,66.26,3,0,66.26,73.76,3,3,1,1,1,0,0,0,0,76.79,43,0
15393,3,2018,Indianapolis Regional,2/18/2018,Finals,SO,4,-,Ben Davis HS (IN),IN,15.1,3,15.3,1,15,1,31.7,1,77.1,1,0,77.1,84.60,1,1,1,3,4,1,2,81.1,24,91.4,7,1
15394,3,2018,Indianapolis Regional,2/18/2018,Finals,SO,4,-,Fishers HS (IN),IN,15.5,1,14.8,3,14.6,2,31.4,2,76.3,2,0,76.3,83.80,2,2,1,3,4,1,3,92.35,6,89.4,15,1
15395,3,2018,Indianapolis Regional,2/18/2018,Finals,SO,4,-,Milford HS (OH),OH,15.4,2,15.2,2,14.3,3,29.7,3,74.6,3,0,74.6,82.10,3,3,1,3,4,1,3,89.8,8,89.8,12,1
15396,3,2018,Indianapolis Regional,2/18/2018,Finals,SO,4,-,Hamilton Southeastern HS (IN),IN,14.8,4,14.5,4,14.2,4,28.9,5,72.4,4,0,72.4,79.90,4,4,1,3,4,0,0,0,0,86.3,20,1
15397,3,2018,Indianapolis Regional,2/18/2018,Finals,SO,4,-,Centerville HS (OH),OH,13.7,7,14.1,5,14.1,5,29.5,4,71.4,5,0,71.4,78.90,5,5,1,1,4,1,1,79.6,36,81.2,45,0
15398,3,2018,Indianapolis Regional,2/18/2018,Finals,SO,4,-,LaPorte HS (IN),IN,14.5,5,14,6,13.9,6,28.5,6,70.9,6,0,70.9,78.40,6,6,1,2,4,1,2,86.6,16,85.5,28,0
15399,3,2018,Indianapolis Regional,2/18/2018,Finals,SO,4,-,Naperville Central HS (IL),IL,13.9,6,13.7,7,13.6,7,27.7,7,68.9,7,0,68.9,76.40,7,7,1,2,2,0,0,0,0,83.3,34,0
15401,3,2018,Indianapolis Regional,2/18/2018,Finals,IO,3,-,Legacy Performing Arts (IN),IN,15.6,1,15.6,1,15.2,1,30.7,1,77.1,1,0,77.1,84.60,1,1,1,3,3,1,3,92.55,5,86.9,15,1
15402,3,2018,Indianapolis Regional,2/18/2018,Finals,IO,3,-,Allegiance (IL),IL,14.3,2,13.9,3,14.3,2,27.5,2,70,2,0,70,77.50,2,2,1,2,1,1,3,95.205,3,85.4,17,0
15403,3,2018,Indianapolis Regional,2/18/2018,Finals,IO,3,-,Phoenix Independent (OH),OH,13.1,3,14.3,2,13.3,3,26.8,3,67.5,3,0,67.5,75.00,3,3,1,1,3,1,1,78.5,27,79.3,37,0
15404,3,2018,Indianapolis Regional,2/18/2018,Finals,SW,6,-,Avon HS (IN),IN,16.8,1,16.8,1,16.7,1,33.7,1,84,1,0,84,91.50,1,1,1,3,6,1,3,97,2,97.6,1,1
15405,3,2018,Indianapolis Regional,2/18/2018,Finals,SW,6,-,Carmel HS (IN),IN,16.4,2,16.6,2,16.3,2,33.4,2,82.7,2,0,82.7,90.20,2,2,1,3,6,1,3,97.55,1,95.85,3,1
15406,3,2018,Indianapolis Regional,2/18/2018,Finals,SW,6,-,Center Grove HS (IN),IN,15.5,3,15.1,4,15.9,3,31.9,3,78.4,3,0,78.4,85.90,3,3,1,3,6,1,3,93.2,4,91.65,6,1
15407,3,2018,Indianapolis Regional,2/18/2018,Finals,SW,6,-,Shenendehowa HS (NY),NY,14.1,4,15.2,3,14.3,5,30.9,4,74.5,4,0,74.5,82.00,4,4,1,3,6,1,3,81.75,14,89.8,8,1
15408,3,2018,Indianapolis Regional,2/18/2018,Finals,SW,6,-,Miamisburg HS (OH),OH,14,5,14.7,5,14.6,4,29.4,5,72.7,5,0,72.7,80.20,5,5,1,3,6,1,3,83.15,13,85.6,12,1
15409,3,2018,Indianapolis Regional,2/18/2018,Finals,SW,6,-,Warren Central HS (IN),IN,13.5,6,14.3,6,14.1,6,27.1,8,69,6,0,69,76.50,6,6,1,3,6,1,3,83.35,12,82.6,14,1
15410,3,2018,Indianapolis Regional,2/18/2018,Finals,SW,6,-,Northview HS (IN),IN,13.3,7,12.5,8,13.8,7,28.3,6,67.9,7,0,67.9,75.40,7,7,1,3,6,1,2,80.4,16,86,11,1
